96	163.5	64224.296244195	26203.9546592457	128.6474022663	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
95	163.5	63082.0057270467	25295.2119704536	83.1551388102	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
98	163.5	63082.0057270467	25295.2119704536	940.4051388102	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
94	163.5	60724.6350833525	23297.0469170236	-13.6668909348	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
93	163.5	59048.1121121222	20707.6887167282	-110.4889206799	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
108	163.5	59048.1121121222	20707.6887167282	740.4110793201	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
92	163.5	56719.5096799406	18684.5436711771	-207.3109504249	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
91	163.5	55014.2184971977	16120.1654630028	-304.13298017	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
109	163.5	55014.2184971977	16120.1654630028	553.11701983	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
90	163.5	52718.5476085488	14076.8351272494	-400.7537167139	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
89	163.5	50979.062142476	11550.5582771553	-497.3744532578	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
107	163.5	50979.062142476	11550.5582771553	366.2255467422	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
88	163.5	48721.7488691772	9473.9212852405	-593.9951898017	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
87	163.5	46953.4951915918	6972.6244272674	-690.6159263456	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
104	163.5	46953.4951915918	6972.6244272674	166.6340736544	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
86	163.5	44724.9501298056	4871.0074432315	-787.2366628895	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
85	163.5	42918.3388368701	2403.0172414199	-883.8573994334	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
100	163.5	42918.3388368701	2403.0172414199	-20.2573994334	-0.8403717387	-0.3832592731	0.3832592731	1.7438371802
75	163.5	66715.0897802662	21821.7188759176	78.967853281	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
76	163.5	64546.257016276	19671.0867910778	-21.0845574582	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
77	163.5	62377.4242522857	17520.4547062379	-121.1369681975	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
78	163.5	60208.5914882955	15369.8226213981	-221.1893789368	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
79	163.5	58039.7587243053	13219.1905365583	-321.2417896761	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
80	163.5	55875.4349681404	11073.029620294	-421.0861912454	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
81	163.5	53711.1112119755	8926.8687040297	-520.9305928147	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
82	163.5	51546.7874558106	6780.7077877654	-620.7749943841	-0.2795422606	0.6789168302	-0.6789168302	2.5964242715
97	163.5	66975.8354866413	27023.6255996603	177.8	-0.9983560335	0.0405291887	-0.0405291887	1.5724416453
266	163.5	67070.7720536068	27015.9047996489	1536.7	-0.9983560335	0.0405291887	-0.0405291887	1.5724416453
101	163.5	68361.9093643368	26910.9019194931	152.4	-0.9983560335	0.0405291887	-0.0405291887	1.5724416453
267	163.5	68336.5929464793	26912.9607994962	1536.7	-0.9983560335	0.0405291887	-0.0405291887	1.5724416453
74	163.5	67111.6162810882	22107.8736647528	78.967853281	-0.0286938357	-0.7068156279	0.7068156279	3.0842207242
71	163.5	68041.9563056717	27469.1881404236	152.4	-0.5454478108	0.5926578632	-0.5926578632	2.1429095911
264	163.5	68041.9563056717	27469.1881404236	1536.7	-0.5454478108	0.5926578632	-0.5926578632	2.1429095911
73	163.5	66935.6968975773	27038.6293732355	165.1	-0.0293190676	-0.7068027986	0.7068027986	3.0829713117
265	163.5	67055.9324071891	27028.6371398331	1536.7	-0.0293190676	-0.7068027986	0.7068027986	3.0829713117
72	163.5	65517.9759155529	28074.0020293974	152.4	-0.5773502692	-0.5773502692	0.5773502692	2.0943951024
263	163.5	65606.8759155529	28074.0020293974	1536.7	-0.5773502692	-0.5773502692	0.5773502692	2.0943951024
70	163.5	66903.2624128513	29516.6845094692	184.15	-0.9983356682	0.0407792448	-0.0407792448	1.5724620444
262	163.5	67004.5248257027	29508.4090189383	1536.7	-0.9983356682	0.0407792448	-0.0407792448	1.5724620444
53	163.5	65829.5175871487	29962.4954905308	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
253	163.5	65823.3109692505	29886.5486808923	1536.7	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
52	163.5	66903.2624128513	29516.6845094692	184.15	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
252	163.5	67004.5248257027	29508.4090189383	1536.7	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
56	163.5	64196.468	30371.034	152.4	0	-0.7071067812	0.7071067812	3.1415926536
256	163.5	64196.468	30371.034	1536.7	0	-0.7071067812	0.7071067812	3.1415926536
55	163.5	64323.468	30244.034	152.4	-0.5773502692	-0.5773502692	0.5773502692	2.0943951024
255	163.5	64323.468	30244.034	1536.7	-0.5773502692	-0.5773502692	0.5773502692	2.0943951024
60	163.5	64069.468	30244.034	152.4	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
260	163.5	64069.468	30244.034	1536.7	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
51	163.5	68163.44	30063.44	152.4	0	-0.7071067812	0.7071067812	3.1415926536
251	163.5	68163.44	30063.44	1536.7	0	-0.7071067812	0.7071067812	3.1415926536
54	163.5	68036.44	29936.44	152.4	-0.5459757117	0.5924147712	-0.5924147712	2.14209606
254	163.5	68036.44	29936.44	1536.7	-0.5459757117	0.5924147712	-0.5924147712	2.14209606
50	163.5	72128.38	29730.7	152.4	0	-0.7071067812	0.7071067812	3.1415926536
250	163.5	72128.38	29730.7	1536.7	0	-0.7071067812	0.7071067812	3.1415926536
49	163.5	76090.78	29400.5	152.4	0	-0.7071067812	0.7071067812	3.1415926536
249	163.5	76090.78	29400.5	1536.7	0	-0.7071067812	0.7071067812	3.1415926536
48	163.5	80050.64	29075.38	152.4	0	-0.7071067812	0.7071067812	3.1415926536
248	163.5	80050.64	29075.38	1536.7	0	-0.7071067812	0.7071067812	3.1415926536
59	163.5	60241.18	29585.92	152.4	-0.0617457854	0.7057575568	-0.7057575568	3.0182576637
259	163.5	60241.18	28244.8	1676.4	0	-0.7071067812	0.7071067812	3.1415926536
61	163.5	77980.54	28912.82	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
62	163.5	74157.84	29230.32	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
57	163.5	56276.24	28785.82	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
257	163.5	56276.24	28785.82	1536.7	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
63	163.5	68163.44	31224.22	0	1	0	0	3.1415926536
64	163.5	66334.64	33014.92	0	1	0	0	3.1415926536
65	163.5	64201.04	33021.27	0	1	0	0	3.1415926536
66	163.5	58257.44	31224.22	0	1	0	0	3.1415926536
67	163.5	60238.64	31236.92	0	1	0	0	3.1415926536
68	163.5	62219.84	31236.92	0	1	0	0	3.1415926536
69	163.5	64201.04	31236.92	0	1	0	0	3.1415926536
46	163.5	82711.29	33256.22	152.4	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
246	163.5	82711.29	33256.22	749.3	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
47	163.5	82711.29	31300.42	152.4	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
247	163.5	82711.29	31300.42	762	-0.5773502692	0.5773502692	-0.5773502692	2.0943951024
58	163.5	56568.34	34170.62	152.4	-0.460284717	-0.6277491455	0.6277491455	2.2788452378
258	163.5	56568.34	34170.62	1536.7	-0.460284717	-0.6277491455	0.6277491455	2.2788452378
38	163.5	96389.19	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
238	163.5	96389.19	32760.92	939.8	0	-0.7071067812	0.7071067812	3.1415926536
39	163.5	94169.992	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
239	163.5	94169.992	32760.92	939.8	0	-0.7071067812	0.7071067812	3.1415926536
40	163.5	92141.04	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
240	163.5	92141.04	32760.92	939.8	0	-0.7071067812	0.7071067812	3.1415926536
41	163.5	90121.74	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
241	163.5	90121.74	32760.92	939.8	0	-0.7071067812	0.7071067812	3.1415926536
42	163.5	88102.44	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
242	163.5	88102.44	32760.92	939.8	0	-0.7071067812	0.7071067812	3.1415926536
43	163.5	86083.14	32760.92	152.4	0	-0.7071067812	0.7071067812	3.1415926536
243	163.5	86083.14	33097.47	939.8	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
44	163.5	84070.19	33224.47	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
244	163.5	84070.19	33224.47	939.8	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
45	163.5	82850.99	33332.42	152.4	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
245	163.5	82850.99	33332.42	939.8	-0.0288334465	-0.7068127872	0.7068127872	3.0839417334
0	163.5	57241.44	36164.52	152.4	-1	0	0	1.5707963268
200	163.5	57241.44	36164.52	1536.7	-1	0	0	1.5707963268
1	163.5	58460.64	36164.52	152.4	-1	0	0	1.5707963268
201	163.5	58460.64	36164.52	1536.7	-1	0	0	1.5707963268
2	163.5	59679.84	36164.52	152.4	-1	0	0	1.5707963268
202	163.5	59679.84	36164.52	1536.7	-1	0	0	1.5707963268
3	163.5	60899.04	36164.52	152.4	-1	0	0	1.5707963268
203	163.5	60899.04	36164.52	1536.7	-1	0	0	1.5707963268
4	163.5	62118.24	36164.52	152.4	-1	0	0	1.5707963268
204	163.5	62118.24	36164.52	1536.7	-1	0	0	1.5707963268
5	163.5	63515.24	35847.02	152.4	-1	0	0	1.5707963268
205	163.5	63515.24	35847.02	1587.5	-1	0	0	1.5707963268
6	163.5	64556.64	35847.02	152.4	-1	0	0	1.5707963268
206	163.5	64556.64	35847.02	1587.5	-1	0	0	1.5707963268
7	163.5	65598.04	35847.02	152.4	-1	0	0	1.5707963268
207	163.5	65598.04	35847.02	1587.5	-1	0	0	1.5707963268
8	163.5	66925.19	36164.52	152.4	-1	0	0	1.5707963268
208	163.5	66925.19	36164.52	1587.5	-1	0	0	1.5707963268
9	163.5	68144.39	36164.52	152.4	-1	0	0	1.5707963268
209	163.5	68144.39	36164.52	1587.5	-1	0	0	1.5707963268
10	163.5	69363.59	36164.52	152.4	-1	0	0	1.5707963268
210	163.5	69363.59	36164.52	1587.5	-1	0	0	1.5707963268
11	163.5	70627.24	35853.37	152.4	-1	0	0	1.5707963268
211	163.5	70627.24	35853.37	1593.9	-1	0	0	1.5707963268
12	163.5	71668.64	35853.37	152.4	-1	0	0	1.5707963268
212	163.5	71668.64	35853.37	1593.9	-1	0	0	1.5707963268
13	163.5	72773.54	35853.37	152.4	-1	0	0	1.5707963268
213	163.5	72773.54	35853.37	1593.9	-1	0	0	1.5707963268
14	163.5	74303.89	36164.52	152.4	-1	0	0	1.5707963268
214	163.5	74303.89	36164.52	1587.5	-1	0	0	1.5707963268
15	163.5	75523.09	36164.52	152.4	-1	0	0	1.5707963268
215	163.5	75523.09	36164.52	1587.5	-1	0	0	1.5707963268
16	163.5	76742.29	36164.52	152.4	-1	0	0	1.5707963268
216	163.5	76742.29	36164.52	1587.5	-1	0	0	1.5707963268
17	163.5	78120.24	35853.37	152.4	-1	0	0	1.5707963268
217	163.5	78120.24	35853.37	1587.5	-1	0	0	1.5707963268
18	163.5	79161.64	35853.37	152.4	-1	0	0	1.5707963268
218	163.5	79161.64	35853.37	1587.5	-1	0	0	1.5707963268
19	163.5	80203.04	35853.37	152.4	-1	0	0	1.5707963268
219	163.5	80203.04	35853.37	1587.5	-1	0	0	1.5707963268
20	163.5	81625.44	36164.52	152.4	-1	0	0	1.5707963268
220	163.5	81625.44	36164.52	1587.5	-1	0	0	1.5707963268
21	163.5	82844.64	36164.52	152.4	-1	0	0	1.5707963268
221	163.5	82844.64	36164.52	1587.5	-1	0	0	1.5707963268
22	163.5	84063.84	36164.52	152.4	-1	0	0	1.5707963268
222	163.5	84063.84	36164.52	1587.5	-1	0	0	1.5707963268
